start_timestamp,end_timestamp,ASIN,purchased_marketplace,preferred_marketplace,device_family,device_serial_number,device_software_version,content_type,total_reading_millis,number_of_page_flips
Not Available,2025-12-04T01:00:36Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2025-06-26T22:11:09Z,2025-06-26T22:11:22Z,B015MQS30K,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,E-Book Sample,12500,1
2025-06-26T23:49:57Z,2025-06-27T00:09:29Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,Personal Document,1171800,25
Not Available,2025-06-28T18:28:42Z,7126CCDF4DE44E309CABCF30E08EC099,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2026-05-24T21:13:15Z,2026-05-24T21:20:06Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,410500,11
Not Available,2026-06-04T13:57:25Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2026-05-24T20:46:04Z,2026-05-24T20:46:22Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,17300,1
Not Available,2025-10-26T02:12:37Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2025-06-28T18:22:36Z,2025-06-28T18:22:44Z,B015MQS30K,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,E-Book Sample,8000,1
2026-06-02T12:39:06Z,2026-06-02T12:43:07Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,Kindle for Mac,74153E981358530EA9DD064C2B3B848A,1191418634,Personal Document,240400,1
2026-03-02T23:06:56Z,2026-03-02T23:29:54Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,1377400,18
2026-03-19T06:08:01Z,2026-03-19T06:32:22Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,1460400,32
2026-06-04T10:56:40Z,2026-06-04T11:28:28Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,1907900,62
Not Available,2026-05-25T21:58:28Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,,Personal Document,,
2025-06-07T19:23:58Z,2025-06-07T19:27:05Z,B0C5879F526A41B087D19B2C20C6E531,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4417570025,Personal Document,186400,1
2026-06-04T08:14:41Z,2026-06-04T08:34:24Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,1183100,29
Not Available,2026-06-03T04:14:00Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,,Personal Document,,
2026-01-27T17:15:51Z,2026-01-27T17:15:56Z,B0D12WJTBY,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,E-Book Sample,5000,1
2026-02-20T16:53:57Z,2026-02-20T16:54:01Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,4900,1
2025-10-25T09:39:28Z,2025-10-25T09:54:40Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4556790001,Personal Document,911800,7
Not Available,2025-07-03T17:47:56Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2025-10-22T15:18:38Z,2025-10-22T15:51:51Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4556790001,Personal Document,1992500,28
Not Available,2026-06-02T21:28:24Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,,Personal Document,,
2026-06-03T04:09:34Z,2026-06-03T04:30:35Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,1260200,31
Not Available,2026-01-26T01:03:31Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2026-01-27T17:14:12Z,2026-01-27T17:14:34Z,23333B3D8D3649CEAAF7BB6797A0DF0A,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,22000,13
2026-06-02T21:19:59Z,2026-06-02T21:41:06Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,1267000,33
2026-02-14T17:47:52Z,2026-02-14T18:11:15Z,23333B3D8D3649CEAAF7BB6797A0DF0A,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,1403400,32
2026-01-14T09:10:54Z,2026-01-14T09:40:37Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,1782800,58
2025-06-08T18:13:04Z,2025-06-08T18:21:47Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4417570025,Personal Document,522800,12
Not Available,2026-06-03T12:55:56Z,CBDF7364B33944479B6871B680697E65,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2025-12-19T05:28:00Z,2025-12-19T05:28:42Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,41900,5
2026-01-27T17:16:26Z,2026-01-27T17:16:32Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,5900,1
2026-05-23T19:15:28Z,2026-05-23T19:15:51Z,1425249FF5C74B06BA48048D7DF125E3,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,22900,2
2026-05-22T21:53:11Z,2026-05-22T21:53:40Z,1425249FF5C74B06BA48048D7DF125E3,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,29100,1
2026-06-04T07:45:08Z,2026-06-04T07:57:49Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,761300,22
Not Available,2026-05-28T05:19:47Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,,Personal Document,,
2026-02-19T05:18:58Z,2026-02-19T05:44:16Z,23333B3D8D3649CEAAF7BB6797A0DF0A,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,1518000,53
2026-01-14T17:38:36Z,2026-01-14T17:40:17Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,100500,1
2025-12-04T22:07:19Z,2025-12-04T23:19:13Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,4313900,76
2026-05-23T09:50:29Z,2026-05-23T10:26:55Z,1425249FF5C74B06BA48048D7DF125E3,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,2186500,54
2025-12-04T15:47:40Z,2025-12-04T16:28:15Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,2434600,49
2026-05-28T04:52:51Z,2026-05-28T05:19:48Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,1617100,56
2026-06-03T13:51:58Z,2026-06-03T19:11:27Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,Kindle for Mac,74153E981358530EA9DD064C2B3B848A,1191418634,Personal Document,19168900,1
2026-01-17T02:47:14Z,2026-01-17T02:53:33Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,379500,5
Not Available,2025-06-28T13:25:31Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2025-12-10T11:09:54Z,2025-12-10T11:09:56Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191417738,Personal Document,1800,2
2026-01-14T06:07:50Z,2026-01-14T06:08:05Z,B002OSXNRI,www.amazon.com,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,E-Book,14600,1
2026-01-14T06:09:11Z,2026-01-14T06:56:27Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,2835900,57
2026-06-02T21:10:13Z,2026-06-03T04:07:07Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,Kindle for Mac,74153E981358530EA9DD064C2B3B848A,1191418634,Personal Document,25014000,1
Not Available,2025-10-25T10:59:01Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2025-10-16T23:16:01Z,2025-10-16T23:56:09Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4556790001,Personal Document,2408400,61
2026-05-29T09:02:05Z,2026-05-29T09:02:07Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,Kindle for Mac,74153E981358530EA9DD064C2B3B848A,1191418634,Personal Document,1700,1
2026-01-13T20:10:00Z,2026-01-13T20:29:32Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,1172100,32
2026-01-12T11:31:04Z,2026-01-12T11:32:05Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,61000,1
2026-06-04T08:41:41Z,2026-06-04T08:43:54Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,Kindle for Mac,74153E981358530EA9DD064C2B3B848A,1191418634,Personal Document,133100,1
2025-10-02T13:37:55Z,2025-10-02T13:55:02Z,C33EAA6122644BA2A23308C0F09239A3,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4527780001,Personal Document,1027100,99
2025-06-28T13:24:42Z,2025-06-28T13:25:31Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,Personal Document,48700,2
2026-02-24T07:07:09Z,2026-02-24T07:18:09Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,659800,27
2026-01-15T07:05:05Z,2026-01-15T08:14:56Z,226B133AC0FC463185E57561BF84791C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,4191700,72
2026-06-01T21:41:44Z,2026-06-01T22:31:01Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,Kindle for Mac,74153E981358530EA9DD064C2B3B848A,1191418634,Personal Document,2956400,1
2026-05-25T12:29:42Z,2026-05-25T12:29:45Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,3300,3
2026-06-03T11:46:13Z,2026-06-03T11:47:01Z,DC9F5DCCD48B488FBA54134E22360029,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,47600,1
2025-07-01T16:21:27Z,2025-07-01T16:21:31Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,Personal Document,4100,1
Not Available,2025-12-04T23:19:13Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2025-06-27T11:26:27Z,2025-06-27T11:26:40Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,Personal Document,12300,1
2025-07-01T20:01:45Z,2025-07-01T20:01:49Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,Personal Document,3700,1
2026-02-13T08:38:22Z,2026-02-13T08:38:33Z,23333B3D8D3649CEAAF7BB6797A0DF0A,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,11000,1
2026-05-24T20:39:32Z,2026-05-24T20:45:32Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,359700,15
2026-02-23T19:59:16Z,2026-02-23T20:02:25Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,189000,1
2026-05-26T03:25:56Z,2026-05-26T03:25:56Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,1191419274,Personal Document,300,1
Not Available,2026-05-28T04:53:00Z,2B5C08450D2B4FB3B323F25384F94EB6,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,,Personal Document,,
2025-10-02T17:06:16Z,2025-10-02T17:06:30Z,C33EAA6122644BA2A23308C0F09239A3,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4527780001,Personal Document,13400,2
Not Available,2026-05-24T21:12:31Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,,Personal Document,,
2025-06-30T00:12:52Z,2025-06-30T00:27:33Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,Personal Document,880300,24
2026-01-27T17:11:28Z,2026-01-27T17:11:41Z,B08GJVLGGX,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,E-Book Sample,13700,10
2026-02-21T05:46:02Z,2026-02-21T05:58:46Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,763500,13
2025-09-30T16:11:20Z,2025-09-30T16:11:29Z,B00O1E3XYQ,www.amazon.com,www.amazon.com,Kindle E-reader,G093KM05425503M5,4466650029,E-Book,8600,1
2026-06-04T09:46:06Z,2026-06-04T09:55:42Z,740A4726C2A34CBAA8C20AC672F5D604,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4670750040,Personal Document,576500,16
2025-06-26T22:02:36Z,2025-06-26T22:02:52Z,EA9A179BAD4D4466B1E597489FFC099C,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,Personal Document,16200,1
2025-06-07T19:28:24Z,2025-06-07T19:29:27Z,B0C5879F526A41B087D19B2C20C6E531,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4417570025,Personal Document,63200,2
2025-10-25T10:06:48Z,2025-10-25T10:16:48Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4556790001,Personal Document,600000,1
2025-06-28T13:07:53Z,2025-06-28T13:07:57Z,B08M968WT1,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4446290017,E-Book Sample,3700,1
Not Available,2025-10-22T15:51:51Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,Kindle E-reader,G093KM05425503M5,,Personal Document,,
2026-02-23T03:05:52Z,2026-02-23T03:24:02Z,225DCE15EFF44547BF43D741F95DA6BF,,www.amazon.com,Kindle E-reader,G093KM05425503M5,4586150041,Personal Document,1090300,24
Not Available,2025-12-10T11:08:25Z,73A796BDD6EF4375A531DBB4A9113875,,www.amazon.com,,0B671A09510D489380FB769AAF4CF99C,,Personal Document,,
